name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,size_score,star_planet_interaction,mass_multiplier_squared,radius_multiplier_squared,orbital_radius_squared,orbital_radius_bin,expanded_planet_type,habitable_zone
AU Microscopii c,32.0,8.81,Neptune-like,2021,9.6,Earth,0.289,Jupiter,0.1101,0.051745377,0.04,Transit,2.7743999999999995,0.9699810000000001,92.16,0.08352099999999998,0.01212201,Close,Neptune-like - Close,Inside
b Centauri AB b,320.0,4.01,Gas Giant,2021,10.9,Jupiter,1.11,Jupiter,556.0,4904.1,0.4,Direct Imaging,12.099000000000002,2229.56,118.81,1.2321000000000002,309136.0,Close,Gas Giant - Close,Outside
BD-00 4475 b,139.0,9.01,Gas Giant,2021,25.05,Jupiter,1.07,Jupiter,1.48,2.0,0.39,Radial Velocity,26.803500000000003,13.3348,627.5025,1.1449,2.1904,Close,Gas Giant - Close,On the Edge
BD+03 2562 b,3492.0,9.577,Gas Giant,2017,6.4,Jupiter,1.13,Jupiter,1.3,1.3193703,0.2,Radial Velocity,7.231999999999999,12.4501,40.96000000000001,1.2768999999999997,1.6900000000000002,Close,Gas Giant - Close,On the Edge
BD-06 1339 b,66.0,9.7,Neptune-like,2013,8.5,Earth,0.254,Jupiter,0.0428,0.010677618,0.0,Radial Velocity,2.159,0.41516,72.25,0.064516,0.0018318399999999997,Close,Neptune-like - Close,Inside
BD-06 1339 c,66.0,9.7,Gas Giant,2013,0.17,Jupiter,0.747,Jupiter,0.435,0.34469542,0.31,Radial Velocity,0.12699000000000002,4.2195,0.028900000000000006,0.558009,0.189225,Close,Gas Giant - Close,Inside
BD-08 2823 b,135.0,9.86,Neptune-like,2009,12.7132,Earth,0.322,Jupiter,0.06,0.015331964,0.15,Radial Velocity,4.0936504000000005,0.5915999999999999,161.62545424,0.10368400000000001,0.0036,Close,Neptune-like - Close,Inside
BD-08 2823 c,135.0,9.86,Gas Giant,2009,0.33,Jupiter,1.11,Jupiter,0.68,0.65051335,0.19,Radial Velocity,0.36630000000000007,6.7048000000000005,0.10890000000000001,1.2321000000000002,0.4624000000000001,Close,Gas Giant - Close,Inside
BD-10 3166 b,275.0,10.013,Gas Giant,2000,0.59,Jupiter,1.26,Jupiter,0.04,0.009582478,0.02,Radial Velocity,0.7434,0.40052,0.34809999999999997,1.5876000000000001,0.0016,Close,Gas Giant - Close,Inside
BD-11 4672 b,89.0,10.03,Gas Giant,2014,0.65,Jupiter,1.25,Jupiter,2.36,4.5,0.05,Radial Velocity,0.8125,23.670799999999996,0.42250000000000004,1.5625,5.569599999999999,Close,Gas Giant - Close,Outside
BD-11 4672 c,89.0,10.03,Neptune-like,2020,15.37,Earth,0.36,Jupiter,0.3,0.20314851,0.4,Radial Velocity,5.5332,3.009,236.23689999999996,0.1296,0.09,Close,Neptune-like - Close,Inside
BD-13 2130 b,3018.0,10.038,Gas Giant,2007,9.78,Jupiter,1.11,Jupiter,1.66,2.0,0.21,Radial Velocity,10.8558,16.66308,95.64839999999998,1.2321000000000002,2.7556,Close,Gas Giant - Close,On the Edge
BD+14 4559 b,161.0,9.78,Gas Giant,2009,1.04,Jupiter,1.23,Jupiter,0.78,0.7362081,0.29,Radial Velocity,1.2792000000000001,7.6284,1.0816000000000001,1.5129,0.6084,Close,Gas Giant - Close,Inside
BD+15 2375 b,2505.0,10.41,Gas Giant,2016,1.061,Jupiter,1.23,Jupiter,0.576,0.41943872,0.0,Radial Velocity,1.30503,5.99616,1.125721,1.5129,0.33177599999999996,Close,Gas Giant - Close,Inside
BD+15 2940 b,1391.0,9.01,Gas Giant,2013,1.11,Jupiter,1.23,Jupiter,0.539,0.37645447,0.26,Radial Velocity,1.3653000000000002,4.85639,1.2321000000000002,1.5129,0.29052100000000003,Close,Gas Giant - Close,Inside
BD-17 63 b,112.0,9.62,Gas Giant,2008,5.1,Jupiter,1.15,Jupiter,1.34,1.8,0.54,Radial Velocity,5.864999999999999,12.8908,26.009999999999998,1.3224999999999998,1.7956000000000003,Close,Gas Giant - Close,On the Edge
BD+20 2457 b,5023.0,9.743,Gas Giant,2009,55.59,Jupiter,1.03,Jupiter,1.05,1.0392882,0.15,Radial Velocity,57.25770000000001,10.23015,3090.2481000000002,1.0609,1.1025,Close,Gas Giant - Close,On the Edge
BD+20 2457 c,5023.0,9.743,Gas Giant,2009,12.47,Jupiter,1.1,Jupiter,2.01,1.7,0.18,Radial Velocity,13.717000000000002,19.58343,155.50090000000003,1.2100000000000002,4.040099999999999,Close,Gas Giant - Close,Outside
BD+20 274 b,4314.0,9.367,Gas Giant,2012,4.2,Jupiter,1.16,Jupiter,1.3,1.6,0.21,Radial Velocity,4.872,12.177100000000001,17.64,1.3456,1.6900000000000002,Close,Gas Giant - Close,On the Edge
BD+20 594 b,585.0,10.849,Neptune-like,2016,22.2481,Earth,0.23,Jupiter,0.241,0.11416838,0.0,Transit,5.117063000000001,2.614609,494.97795361000004,0.0529,0.058080999999999994,Close,Neptune-like - Close,Inside
BD+45 564 b,175.0,9.67,Gas Giant,2021,1.36,Jupiter,1.21,Jupiter,0.83,0.84298426,0.12,Radial Velocity,1.6456000000000002,8.0261,1.8496000000000004,1.4641,0.6889,Close,Gas Giant - Close,Inside
BD+48 738 b,2843.0,9.139,Gas Giant,2011,0.91,Jupiter,1.24,Jupiter,1.0,1.0748802,0.2,Radial Velocity,1.1284,9.139,0.8281000000000001,1.5376,1.0,Close,Gas Giant - Close,On the Edge
BD+48 740 b,2174.0,8.69,Gas Giant,2018,1.7,Jupiter,1.2,Jupiter,1.7,2.0,0.76,Radial Velocity,2.04,14.772999999999998,2.8899999999999997,1.44,2.8899999999999997,Close,Gas Giant - Close,Outside
BD+49 828 b,1442.0,9.381,Gas Giant,2015,1.6,Jupiter,1.21,Jupiter,4.2,7.1,0.35,Radial Velocity,1.936,39.400200000000005,2.5600000000000005,1.4641,17.64,Close,Gas Giant - Close,Outside
BD+55 362 b,171.0,9.38,Gas Giant,2021,0.72,Jupiter,1.25,Jupiter,0.78,0.7271732,0.27,Radial Velocity,0.8999999999999999,7.316400000000001,0.5184,1.5625,0.6084,Close,Gas Giant - Close,Inside
BD+60 1417 b,147.0,9.374,Gas Giant,2021,15.0,Jupiter,1.31,Jupiter,1662.0,67794.6,0.0,Direct Imaging,19.650000000000002,15579.588000000002,225.0,1.7161000000000002,2762244.0,Close,Gas Giant - Close,Outside
BD+63 1405 b,124.0,8.96,Gas Giant,2021,3.96,Jupiter,1.16,Jupiter,2.06,3.3,0.88,Radial Velocity,4.5935999999999995,18.457600000000003,15.6816,1.3456,4.2436,Close,Gas Giant - Close,Outside
Beta Cancri b,290.0,3.51012,Gas Giant,2014,7.8,Jupiter,1.12,Jupiter,1.7,1.7,0.08,Radial Velocity,8.736,5.967204,60.839999999999996,1.2544000000000002,2.8899999999999997,Close,Gas Giant - Close,Outside
Beta Pictoris b,64.0,3.85,Gas Giant,2008,11.73313,Jupiter,1.65,Jupiter,10.019926,23.6,0.11,Direct Imaging,19.359664499999997,38.5767151,137.66633959689997,2.7224999999999997,100.398917045476,Close,Gas Giant - Close,Outside
Beta Pictoris c,64.0,3.85,Gas Giant,2019,10.14112,Jupiter,1.11,Jupiter,2.680483,3.3,0.31,Radial Velocity,11.256643200000003,10.31985955,102.84231485440002,1.2321000000000002,7.184989113289001,Close,Gas Giant - Close,Outside
Beta Ursae Minoris b,126.0,2.0569,Gas Giant,2014,6.1,Jupiter,1.14,Jupiter,1.4,1.4,0.19,Radial Velocity,6.953999999999999,2.87966,37.209999999999994,1.2995999999999999,1.9599999999999997,Close,Gas Giant - Close,On the Edge
CD Ceti b,28.0,13.95,Super Earth,2020,3.95,Earth,1.82,Earth,0.0185,0.0062970566,0.0,Radial Velocity,7.189000000000001,0.258075,15.602500000000001,3.3124000000000002,0.00034224999999999994,Close,Super Earth - Close,Inside
CFBDSIR J145829+101343 b,75.0,,Gas Giant,2011,10.5,Jupiter,1.11,Jupiter,2.6,27.5,0.0,Direct Imaging,11.655000000000001,,110.25,1.2321000000000002,6.760000000000001,Close,Gas Giant - Close,Outside
CFHTWIR-Oph 98 b,,,Gas Giant,2021,7.8,Jupiter,1.86,Jupiter,200.0,22027.4,0.0,Direct Imaging,14.508000000000001,,60.839999999999996,3.4596000000000005,40000.0,Close,Gas Giant - Close,Outside
CHXR 73 b,621.0,,Gas Giant,2006,12.569,Jupiter,1.1,Jupiter,210.0,5146.9,0.0,Direct Imaging,13.825900000000003,,157.97976100000002,1.2100000000000002,44100.0,Close,Gas Giant - Close,Outside
CI Tauri b,515.0,13.642,Gas Giant,2019,11.6,Jupiter,1.11,Jupiter,,0.024640657,0.25,Radial Velocity,12.876000000000001,,134.56,1.2321000000000002,,nan,Gas Giant - nan,
COCONUTS-2 b,36.0,11.298,Gas Giant,2021,6.3,Jupiter,1.11,Jupiter,7506.0,1101369.9,0.0,Direct Imaging,6.993,84802.788,39.69,1.2321000000000002,56340036.0,Far,Gas Giant - Far,Outside
CoRoT-10 b,1104.0,15.293,Gas Giant,2010,2.75,Jupiter,0.97,Jupiter,0.1055,0.03613963,0.53,Transit,2.6675,1.6134114999999998,7.5625,0.9409,0.01113025,Close,Gas Giant - Close,Inside
CoRoT-11 b,2137.0,12.897,Gas Giant,2010,2.33,Jupiter,1.43,Jupiter,0.0436,0.008213553,0.0,Transit,3.3319,0.5623092,5.4289000000000005,2.0448999999999997,0.00190096,Close,Gas Giant - Close,Inside
CoRoT-12 b,3674.0,15.588,Gas Giant,2010,0.917,Jupiter,1.44,Jupiter,0.04016,0.007665982,0.07,Transit,1.32048,0.62601408,0.8408890000000001,2.0736,0.0016128256,Close,Gas Giant - Close,Inside
CoRoT-13 b,3748.0,15.005,Gas Giant,2010,1.308,Jupiter,0.885,Jupiter,0.051,0.0109514035,0.0,Transit,1.15758,0.765255,1.7108640000000002,0.7832250000000001,0.0026009999999999996,Close,Gas Giant - Close,Inside
CoRoT-14 b,5691.0,15.932,Gas Giant,2010,7.6,Jupiter,1.09,Jupiter,0.027,0.0041067763,0.0,Transit,8.284,0.430164,57.76,1.1881000000000002,0.0007289999999999999,Close,Gas Giant - Close,Inside
CoRoT-16 b,2389.0,16.052,Gas Giant,2011,0.535,Jupiter,1.17,Jupiter,0.0618,0.014784395,0.33,Transit,0.62595,0.9920135999999999,0.286225,1.3688999999999998,0.0038192400000000002,Close,Gas Giant - Close,Inside
CoRoT-17 b,3837.0,16.29,Gas Giant,2011,2.43,Jupiter,1.02,Jupiter,0.0461,0.010403832,0.0,Transit,2.4786,0.750969,5.9049000000000005,1.0404,0.00212521,Close,Gas Giant - Close,Inside
CoRoT-18 b,2495.0,14.868,Gas Giant,2011,3.47,Jupiter,1.31,Jupiter,0.0295,0.005201916,0.08,Transit,4.5457,0.438606,12.0409,1.7161000000000002,0.0008702499999999999,Close,Gas Giant - Close,Inside
CoRoT-19 b,2579.0,14.135,Gas Giant,2011,1.11,Jupiter,1.29,Jupiter,0.0518,0.010677618,0.05,Transit,1.4319000000000002,0.732193,1.2321000000000002,1.6641000000000001,0.00268324,Close,Gas Giant - Close,Inside
CoRoT-1 b,2570.0,13.623,Gas Giant,2008,1.03,Jupiter,1.49,Jupiter,0.02752,0.0041067763,0.0,Transit,1.5347,0.37490495999999995,1.0609,2.2201,0.0007573504,Close,Gas Giant - Close,Inside
CoRoT-20 b,2753.0,14.63,Gas Giant,2011,4.3,Jupiter,0.84,Jupiter,0.09,0.025188226,0.59,Transit,3.6119999999999997,1.3167,18.49,0.7055999999999999,0.0081,Close,Gas Giant - Close,Inside
CoRoT-20 c,2753.0,14.63,Gas Giant,2018,17.0,Jupiter,1.09,Jupiter,2.9,4.6,0.6,Radial Velocity,18.53,42.427,289.0,1.1881000000000002,8.41,Close,Gas Giant - Close,Outside
CoRoT-21 b,4563.0,16.058,Gas Giant,2012,2.26,Jupiter,1.3,Jupiter,0.0417,0.0073921974,0.0,Transit,2.9379999999999997,0.6696186,5.107599999999999,1.6900000000000002,0.00173889,Close,Gas Giant - Close,Inside
CoRoT-22 b,2046.0,13.82,Neptune-like,2014,12.2,Earth,0.435,Jupiter,0.092,0.026830938,0.08,Transit,5.3069999999999995,1.27144,148.83999999999997,0.189225,0.008464,Close,Neptune-like - Close,Inside
CoRoT-23 b,3461.0,15.675,Gas Giant,2011,2.8,Jupiter,1.05,Jupiter,0.048,0.009856262,0.16,Transit,2.94,0.7524000000000001,7.839999999999999,1.1025,0.002304,Close,Gas Giant - Close,Inside
CoRoT-24 b,1930.0,15.383,Neptune-like,2014,5.7,Earth,0.33,Jupiter,0.056,0.013963039,0.0,Transit,1.8810000000000002,0.861448,32.49,0.10890000000000001,0.0031360000000000003,Close,Neptune-like - Close,Inside
CoRoT-24 c,1930.0,15.383,Neptune-like,2014,28.0,Earth,0.44,Jupiter,0.098,0.03230664,0.0,Transit,12.32,1.507534,784.0,0.1936,0.009604000000000001,Close,Neptune-like - Close,Inside
CoRoT-25 b,3600.0,14.79,Gas Giant,2013,0.27,Jupiter,1.08,Jupiter,0.0578,0.013415469,0.0,Transit,0.2916,0.8548619999999999,0.0729,1.1664,0.00334084,Close,Gas Giant - Close,Inside
CoRoT-26 b,3409.0,15.861,Gas Giant,2013,0.52,Jupiter,1.26,Jupiter,0.0526,0.011498973,0.0,Transit,0.6552,0.8342886,0.27040000000000003,1.5876000000000001,0.00276676,Close,Gas Giant - Close,Inside
CoRoT-27 b,3296.0,15.774,Gas Giant,2014,10.39,Jupiter,1.007,Jupiter,0.0476,0.009856262,0.065,Transit,10.462729999999999,0.7508424,107.95210000000002,1.0140489999999998,0.0022657600000000003,Close,Gas Giant - Close,Inside
CoRoT-28 b,2499.0,13.783,Gas Giant,2015,0.484,Jupiter,0.955,Jupiter,0.0603,0.014236824,0.05,Transit,0.46221999999999996,0.8311149,0.234256,0.912025,0.00363609,Close,Gas Giant - Close,Inside
CoRoT-29 b,2631.0,15.408,Gas Giant,2015,0.85,Jupiter,0.9,Jupiter,0.0386,0.007939767,0.08,Transit,0.765,0.5947488,0.7224999999999999,0.81,0.0014899600000000002,Close,Gas Giant - Close,Inside
CoRoT-2 b,696.0,12.516,Gas Giant,2008,3.47,Jupiter,1.466,Jupiter,0.02798,0.0046543465,0.01,Transit,5.08702,0.35019768,12.0409,2.149156,0.0007828804,Close,Gas Giant - Close,Inside
CoRoT-30 b,3367.0,15.571,Gas Giant,2020,2.9,Jupiter,1.009,Jupiter,0.0844,0.024914443,0.01,Transit,2.9260999999999995,1.3141924,8.41,1.0180809999999998,0.0071233600000000005,Close,Gas Giant - Close,Inside
CoRoT-31 b,6543.0,15.479,Gas Giant,2020,0.84,Jupiter,1.46,Jupiter,0.0586,0.012594113,0.02,Transit,1.2264,0.9070693999999999,0.7055999999999999,2.1315999999999997,0.00343396,Close,Gas Giant - Close,Inside
CoRoT-35 b,3664.0,15.635,Gas Giant,2022,1.1,Jupiter,1.68,Jupiter,0.0429,0.008761123,0.0,Transit,1.848,0.6707415,1.2100000000000002,2.8223999999999996,0.00184041,Close,Gas Giant - Close,Inside
CoRoT-36 b,3020.0,13.126,Gas Giant,2022,0.68,Jupiter,1.41,Jupiter,0.066,0.015331964,0.0,Transit,0.9588,0.866316,0.4624000000000001,1.9880999999999998,0.0043560000000000005,Close,Gas Giant - Close,Inside
CoRoT-3 b,2508.0,13.448,Gas Giant,2008,21.66,Jupiter,1.01,Jupiter,0.05783,0.011772759,0.0,Transit,21.8766,0.77769784,469.1556,1.0201,0.0033443089,Close,Gas Giant - Close,Inside
CoRoT-4 b,2370.0,13.652,Gas Giant,2008,0.72,Jupiter,1.19,Jupiter,0.09,0.025188226,0.0,Transit,0.8567999999999999,1.22868,0.5184,1.4161,0.0081,Close,Gas Giant - Close,Inside
CoRoT-5 b,2879.0,14.043,Gas Giant,2009,0.467,Jupiter,1.388,Jupiter,0.04947,0.0109514035,0.09,Transit,0.648196,0.69470721,0.21808900000000003,1.9265439999999998,0.0024472809,Close,Gas Giant - Close,Inside
CoRoT-6 b,2105.0,13.961,Gas Giant,2009,2.96,Jupiter,1.166,Jupiter,0.0855,0.02436687,0.1,Transit,3.4513599999999998,1.1936655,8.7616,1.3595559999999998,0.007310250000000001,Close,Gas Giant - Close,Inside
CoRoT-7 b,522.0,11.728,Super Earth,2009,4.07661,Earth,1.681,Earth,0.017016,0.0024640656,0.0,Transit,6.8527814099999995,0.19956364799999998,16.618749092099996,2.825761,0.000289544256,Close,Super Earth - Close,Inside
CoRoT-7 c,522.0,11.728,Neptune-like,2009,8.4,Earth,0.253,Jupiter,0.046,0.010130048,0.0,Radial Velocity,2.1252,0.539488,70.56,0.064009,0.002116,Close,Neptune-like - Close,Inside
CoRoT-7 d,522.0,11.728,Neptune-like,2022,17.142,Earth,0.384,Jupiter,,0.024640657,0.0,Radial Velocity,6.582528,,293.848164,0.147456,,nan,Neptune-like - nan,
