name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,size_score,star_planet_interaction,mass_multiplier_squared,radius_multiplier_squared,orbital_radius_squared,orbital_radius_bin,expanded_planet_type,habitable_zone,planet_surface_temperature,geological_activity_potential,atmospheric_pressure,potential_for_liquid_water,biosignature_potential,radiation_exposure,approximated_mass,approximated_radius,planet_gravity,climate_stability,atmospheric_retention_potential,possibility_of_moon,planetary_composition_hypothesis,atmospheric_density,normalized_stellar_magnitude,normalized_orbital_radius,energy_receipt_score,planetary_energy_receipt,planetary_composition_hypothesis_v2,planetary_composition_hypothesis_v3,planetary_composition_hypothesis_v4,planetary_composition_hypothesis_v5,combined_planetary_composition_hypothesis
TOI-5542 b,1138.0,12.42,Gas Giant,2022,1.32,1.898e+27,1.009,71492.0,0.332,0.20561258,0.02,Transit,1.33188,4.12344,1.7424000000000002,1.0180809999999998,0.11022400000000002,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Low,2.50536e+27,72135.428,32133580.206448536,Low,,High,Unknown,Medium,0.2640267044675111,0.9999563548904825,1.2639830593579937,Somewhat Low,Unknown,Unknown,Unknown,Unknown,Rocky
TOI-558 b,1313.0,11.233,Gas Giant,2021,3.61,1.898e+27,1.086,71492.0,0.1291,0.039972622,0.3,Transit,3.92046,1.4501803,13.0321,1.179396,0.016666809999999997,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Low,6.85178e+27,77640.312,75860389.5343158,Low,,High,Unknown,Medium,0.23688783209108785,0.9999833866142954,1.2368712187053832,Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
TOI-559 b,761.0,11.091,Gas Giant,2021,6.01,1.898e+27,1.091,71492.0,0.0723,0.019164955,0.15,Transit,6.556909999999999,0.8018793,36.1201,1.190281,0.005227290000000001,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Medium,1.140698e+28,77997.772,125138944.5876898,Unknown,,High,Unknown,Medium,0.23364122730806164,0.999990953898241,1.2336321812063027,Low,Unknown,Unknown,Iron World,Mirror World,Iron World
TOI-561 b,280.0,10.252,Super Earth,2020,1.59,5.972e+24,1.423,6371.0,0.01055,0.0010951404,0.0,Transit,2.26257,0.1081586,2.5281000000000002,2.024929,0.00011130250000000001,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,Medium,9.49548e+24,9065.933,7710421.418320036,Low,,Low,Unknown,Unknown,0.2144588229914491,0.9999991806549953,1.2144580036464443,Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
TOI-561 c,280.0,10.252,Neptune-like,2020,5.4,5.972e+24,0.257,71492.0,0.08809,0.02956879,0.06,Transit,1.3878,0.90309868,29.160000000000004,0.066049,0.0077598481,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Medium,3.2248800000000005e+25,18373.444,6375564.168114301,Low,,Medium,Unknown,Unknown,0.2144588229914491,0.9999888502465949,1.214447673238044,Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
TOI-561 d,280.0,10.252,Super Earth,2020,11.95,5.972e+24,0.226,71492.0,0.1569,0.07008898,0.05,Transit,2.7007,1.6085388000000005,142.80249999999998,0.051076,0.024617610000000005,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,Low,7.13654e+25,16157.192,18244927.207206063,Low,,Medium,Unknown,Medium,0.2144588229914491,0.9999796829084205,1.2144385058998697,Low,Unknown,Unknown,Plateau World,Mirror World,Plateau World
TOI-561 e,280.0,10.252,Super Earth,2020,16.0,5.972e+24,0.238,71492.0,0.3274,0.21136208,0.06,Transit,3.808,3.3565048000000006,256.0,0.05664399999999999,0.10719076000000001,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,Low,9.5552e+25,17015.095999999998,22027092.54890356,Low,,Medium,Unknown,Medium,0.2144588229914491,0.9999569677339006,1.2144157907253497,Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
TOI-561 f,280.0,10.252,Neptune-like,2020,3.0,5.972e+24,0.207,71492.0,0.1174,0.044626966,0.0,Transit,0.621,1.2035848000000002,9.0,0.042849,0.013782760000000002,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Unknown,Low,1.7916e+25,14798.844,5459736.357645861,Low,,Low,Unknown,Unknown,0.2144588229914491,0.9999849453682067,1.2144437683596558,Low,Unknown,Unknown,Radiation World,Mirror World,Radiation World
TOI-564 b,651.0,11.097,Gas Giant,2020,1.463,1.898e+27,1.02,71492.0,0.02734,0.0046543465,0.07,Transit,1.49226,0.30339198,2.140369,1.0404,0.0007474756,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Medium,2.776774e+27,72921.84,34850699.5188666,Low,,High,Unknown,Medium,0.23377840779185147,0.9999969437765192,1.2337753515683707,Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
TOI-620 b,108.0,12.262,Neptune-like,2022,13.6,5.972e+24,0.335,71492.0,0.04825,0.013963039,0.22,Transit,4.556,0.5916415,184.95999999999998,0.11222500000000002,0.0023280625000000003,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Medium,8.12192e+25,23949.82,9450186.997452252,Low,,Medium,Unknown,Unknown,0.26041428506104536,0.9999941580035032,1.2604084430645486,Somewhat Low,Unknown,Unknown,Titanium World,Dyson Sphere,Titanium World
TOI-628 b,583.0,10.112,Gas Giant,2021,6.33,1.898e+27,1.06,71492.0,0.0486,0.009308693,0.07,Transit,6.7098,0.4914431999999999,40.0689,1.1236000000000002,0.0023619599999999998,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Medium,1.201434e+28,75781.52,139623813.80069014,Unknown,,High,Unknown,Medium,0.21125794503635284,0.9999941113741128,1.2112520564104656,Low,Unknown,Unknown,Iron World,Mirror World,Iron World
TOI-640 b,1116.0,10.51,Gas Giant,2021,0.88,1.898e+27,1.771,71492.0,0.06608,0.0136892535,0.05,Transit,1.55848,0.6945008,0.7744,3.1364409999999996,0.0043665664,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Medium,1.67024e+27,126612.332,6953653.8325151205,Unknown,,Medium,Unknown,Low,0.22035758379441217,0.9999917825691238,1.220349366363536,Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
TOI-674 b,150.0,14.203,Neptune-like,2021,23.6,5.972e+24,0.468,71492.0,0.025,0.0054757018,0.0,Transit,11.044800000000002,0.355075,556.96,0.21902400000000002,0.0006250000000000001,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,High,1.4093920000000002e+26,33458.256,8402555.791838506,Low,,Medium,Unknown,Unknown,0.3047921715670584,0.9999972555273015,1.3047894270943599,Moderate,Unknown,Unknown,Titanium World,Dyson Sphere,Titanium World
TOI-677 b,463.0,9.822,Gas Giant,2020,1.236,1.898e+27,1.17,71492.0,0.1038,0.030663928,0.44,Transit,1.44612,1.0195236,1.527696,1.3688999999999998,0.010774440000000001,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Low,2.345928e+27,83645.64,22377639.042805552,Unknown,,High,Unknown,Medium,0.20462755498651058,0.9999867572530952,1.2046143122396058,Low,Unknown,Unknown,Jungle World,Mirror World,Jungle World
TOI-700 b,102.0,13.151,Terrestrial,2020,0.704,5.972e+24,0.914,6371.0,0.0677,0.027378507,0.08,Transit,0.643456,0.8903226999999999,0.49561599999999995,0.835396,0.004583289999999999,<0.5,Terrestrial - Close,No,Hot,,Unknown,,Unknown,Medium,4.204288e+24,5823.094,8275058.237174268,Low,,Low,Unknown,Unknown,0.2807398600759065,0.9999915667416591,1.2807314268175656,Moderately Low,Unknown,Unknown,Plateau World,Eldritch World,Plateau World
TOI-700 c,102.0,13.151,Neptune-like,2020,7.27,5.972e+24,0.232,71492.0,0.0929,0.044079397,0.07,Transit,1.68664,1.2217279,52.85289999999999,0.053824000000000004,0.00863041,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Medium,4.341644e+25,16586.144,10532938.515546592,Low,,Low,Unknown,Unknown,0.2807398600759065,0.9999882094255425,1.280728069501449,Moderately Low,Unknown,Unknown,Tidally Locked World,Arcane World,Tidally Locked World
TOI-700 d,102.0,13.151,Super Earth,2020,1.25,5.972e+24,1.073,6371.0,0.1633,0.102395624,0.04,Transit,1.34125,2.1475583,1.5625,1.1513289999999998,0.02666689,<0.5,Super Earth - Close,No,Hot,,Unknown,,Unknown,Low,7.465000000000001e+24,6836.083,10661083.87873488,Low,,Low,Unknown,Unknown,0.2807398600759065,0.9999788302567084,1.2807186903326149,Moderately Low,Unknown,Unknown,Volcanic World,Temporal World,Volcanic World
TOI-700 e,102.0,13.151,Terrestrial,2023,0.818,5.972e+24,0.953,6371.0,0.134,0.07611225,0.06,Transit,0.779554,1.762234,0.6691239999999999,0.9082089999999999,0.017956000000000003,<0.5,Terrestrial - Close,No,Hot,,Unknown,,Unknown,Low,4.885096e+24,6071.563,8844194.67638336,Low,,Low,Unknown,Unknown,0.2807398600759065,0.9999827338028282,1.2807225938787348,Moderately Low,Unknown,Unknown,Unknown,Unknown,Rocky
TOI-712 b,191.0,10.838,Super Earth,2022,4.85,5.972e+24,2.049,6371.0,0.07928,0.026009582,0.54,Transit,9.93765,0.85923664,23.522499999999997,4.198401,0.006285318400000001,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,Medium,2.89642e+25,13054.179,11343540.161875296,Low,,Low,Unknown,Unknown,0.2278567835749234,0.9999900239749674,1.2278468075498907,Low,Unknown,Unknown,Storm World,Mirror World,Storm World
TOI-712 c,191.0,10.838,Neptune-like,2022,7.76,5.972e+24,0.241,71492.0,0.2447,0.14154689,0.09,Transit,1.87016,2.6520586,60.2176,0.058080999999999994,0.05987809,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,4.634272e+25,17229.572,10418825.015322482,Low,,Low,Unknown,Unknown,0.2278567835749234,0.999967985592744,1.2278247691676674,Low,Unknown,Unknown,Storm World,Mirror World,Storm World
TOI-712 d,191.0,10.838,Neptune-like,2022,6.68,5.972e+24,0.221,71492.0,0.3405,0.23216976,0.07,Transit,1.47628,3.690339,44.6224,0.048841,0.11594025000000002,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,3.9892960000000005e+25,15799.732,10665544.279744249,Low,,Low,Unknown,Unknown,0.2278567835749234,0.9999552224624272,1.2278120060373505,Low,Unknown,Unknown,Methane World,Mirror World,Methane World
TOI-763 b,310.0,10.265,Super Earth,2020,9.79,5.972e+24,0.203,71492.0,0.06,0.015331964,0.04,Transit,1.98737,0.6159,95.84409999999998,0.041209,0.0036,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,Medium,5.846588e+25,14512.876,18526002.740647536,Low,,Medium,Unknown,Medium,0.21475604737299375,0.9999925925882504,1.2147486399612442,Low,Unknown,Unknown,Volcanic World,Mirror World,Volcanic World
TOI-763 c,310.0,10.265,Neptune-like,2020,9.32,5.972e+24,0.235,71492.0,0.1011,0.033675566,0.04,Transit,2.1902,1.0377915,86.86240000000001,0.055224999999999996,0.01022121,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Medium,5.565904e+25,16800.62,13160466.856914518,Low,,Medium,Unknown,Medium,0.21475604737299375,0.9999871169655362,1.21474316433853,Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
TOI-776 b,89.0,11.536,Super Earth,2020,4.0,5.972e+24,1.85,6371.0,0.0652,0.022450376,0.06,Transit,7.4,0.7521471999999999,16.0,3.4225000000000003,0.004251039999999999,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,Medium,2.3888e+25,11786.35,11476443.57378052,Low,,Medium,Unknown,Medium,0.24381544652247472,0.9999918998087343,1.243807346331209,Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
TOI-776 c,89.0,11.536,Super Earth,2020,5.3,5.972e+24,2.02,6371.0,0.1,0.04298426,0.04,Transit,10.706,1.1536,28.09,4.0804,0.010000000000000002,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,Medium,3.16516e+25,12869.42,12754514.207902309,Low,,Medium,Unknown,Medium,0.24381544652247472,0.9999872635150492,1.243802710037524,Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
TOI-813 b,858.0,10.358,Neptune-like,2020,36.4,5.972e+24,0.599,71492.0,0.423,0.22970569,0.0,Transit,21.8036,4.3814340000000005,1324.9599999999998,0.358801,0.17892899999999998,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Low,2.173808e+26,42823.708,7911135.933355011,Low,,Medium,Unknown,Unknown,0.21688234487173627,0.9999442312489498,1.216826576120686,Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
TOI-824 b,209.0,11.314,Super Earth,2020,18.467,5.972e+24,0.261,71492.0,0.02177,0.003832991,0.0,Transit,4.819887,0.24630578,341.030089,0.068121,0.0004739329,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,Medium,1.10284924e+26,18659.412,21140071.044988416,Low,,High,Unknown,Medium,0.2387397686222507,0.9999976858499624,1.2387374544722132,Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
TOI-833 b,136.0,11.724,Super Earth,2022,2.15,5.972e+24,1.27,6371.0,0.0171,0.0027378509,0.0,Transit,2.7305,0.2004804,4.6225,1.6129,0.00029241,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,Medium,1.28398e+25,8091.17,13089462.378668431,Low,,Medium,Unknown,Medium,0.24811376834788973,0.9999983080192586,1.2481120763671483,Low,Unknown,Unknown,Storm World,Mirror World,Storm World
TOI-837 b,465.0,10.635,Gas Giant,2020,1.2,1.898e+27,0.77,71492.0,0.1028,0.022724163,0.0,Transit,0.924,0.0720863,1.44,0.5929,0.01056784,<0.5,Gas Giant - nan,No,Unknown,,Low,,Low,Low,2.2776e+27,55048.84,50161130.14637041,Low,,High,Unknown,Medium,0.22321551054003383,0.9999868904799252,1.29175026758669,Extremely Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
TOI-849 b,736.0,11.981,Gas Giant,2020,39.09,5.972e+24,0.307,71492.0,0.01598,0.0021902807,0.0,Transit,12.00063,0.19145638,1528.0281000000002,0.094249,0.0002553604,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Medium,2.3344548000000005e+26,21948.044,32342979.646995094,Unknown,,High,Unknown,Medium,0.25398966573688786,0.9999984572333083,1.2539881229701961,Somewhat Low,Unknown,Unknown,Unknown,Maelstrom World,Maelstrom World
TOI-892 b,1111.0,11.43,Gas Giant,2020,0.95,1.898e+27,1.07,71492.0,0.092,0.02902122,0.125,Transit,1.0165,1.05156,0.9025,1.1449,0.008464,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Medium,1.8031e+27,76496.44,20564756.28191245,Low,,High,Unknown,Medium,0.24139192464218756,0.9999883293296895,1.241380253971877,Low,Unknown,Unknown,Canyon World,Mirror World,Canyon World
TOI-905 b,518.0,11.08,Gas Giant,2020,0.667,1.898e+27,1.171,71492.0,0.04666,0.010130048,0.02,Transit,0.7810570000000001,0.5169928,0.44488900000000003,1.3712410000000002,0.0021771556,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Medium,1.265966e+27,83717.132,12055342.70327832,Unknown,,High,Unknown,Medium,0.23338972975444694,0.999994369834163,1.2333840995886098,Low,Unknown,Unknown,Magnetic World,Mirror World,Magnetic World
TOI-942 b,498.0,11.982,Neptune-like,2020,2.6,1.898e+27,0.429,71492.0,0.04796,0.011772759,0.0,Transit,1.1154,0.57465672,6.760000000000001,0.18404099999999998,0.0023001616000000004,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Unknown,Medium,4.9347999999999997e+27,30670.068,350127546.6057195,Low,,High,Unknown,Medium,0.2540125291508528,0.9999941966392839,1.2540067257901368,Somewhat Low,Unknown,Unknown,Iron World,Dyson Sphere,Iron World
TOI-942 c,498.0,11.982,Neptune-like,2020,2.5,1.898e+27,0.517,71492.0,0.0847,0.027926078,0.0,Transit,1.2925,1.0148754,6.25,0.267289,0.007174089999999999,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Unknown,Medium,4.745e+27,36961.364,231806942.92026472,Low,,High,Unknown,Medium,0.2540125291508528,0.9999893018855487,1.2540018310364016,Somewhat Low,Unknown,Unknown,Iron World,Sky World,Iron World
TOI-954 b,779.0,10.343,Gas Giant,2020,0.174,1.898e+27,0.852,71492.0,0.04963,0.010130048,0.14,Transit,0.148248,0.51332309,0.030275999999999997,0.725904,0.0024631369,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Medium,3.30252e+26,60911.184,5940699.375190849,Low,,Medium,Unknown,Low,0.21653939366226166,0.9999939741504777,1.2165333678127395,Low,Unknown,Unknown,Titanium World,Mirror World,Titanium World
TOI-969 b,252.0,11.646,Neptune-like,2022,9.1,5.972e+24,0.247,71492.0,0.02636,0.004928131,0.0,Transit,2.2477,0.30698856,82.80999999999999,0.061009,0.0006948496000000001,<0.5,Neptune-like - Close,No,Hot,,Unknown,,Medium,Medium,5.43452e+25,17658.524,11631576.833023451,Low,,High,Unknown,Medium,0.24633042205862182,0.9999970743388126,1.2463274963974345,Low,Unknown,Unknown,Plateau World,Mirror World,Plateau World
TOI-969 c,252.0,11.646,Gas Giant,2022,11.3,1.898e+27,1.11,71492.0,2.52,4.7,0.63,Radial Velocity,12.543,29.34792,127.69000000000001,1.2321000000000002,6.3504000000000005,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,2.14474e+28,79356.12000000001,227300296.864938,Low,,High,Unknown,Medium,0.24633042205862182,0.9996648545863789,1.2459952766450006,Low,Unknown,Unknown,Iron World,Mirror World,Iron World
TRAPPIST-1 b,41.0,17.02,Super Earth,2016,1.374,5.972e+24,1.116,6371.0,0.01154,0.0041067763,0.01,Transit,1.5333840000000003,0.1964108,1.8878760000000003,1.2454560000000003,0.0001331716,<0.5,Super Earth - Close,No,Hot,,Unknown,,Unknown,High,8.205528000000001e+24,7110.036000000001,10833009.7675784,Low,,Low,Unknown,Unknown,0.36919840870638804,0.9999990487604336,1.3691974574668215,Extremely High,Unknown,Unknown,Lava World,Unknown,Lava World
TRAPPIST-1 c,41.0,17.02,Super Earth,2016,1.308,5.972e+24,1.097,6371.0,0.0158,0.006570842,0.01,Transit,1.434876,0.268916,1.7108640000000002,1.203409,0.00024964000000000003,<0.5,Super Earth - Close,No,Hot,,Unknown,,Unknown,High,7.811376000000001e+24,6988.987,10672969.7874316,Low,,Low,Unknown,Unknown,0.36919840870638804,0.9999984812141377,1.3691968899205258,Extremely High,Unknown,Unknown,Lava World,Unknown,Lava World
TRAPPIST-1 d,41.0,17.02,Terrestrial,2016,0.388,5.972e+24,0.788,6371.0,0.02227,0.0109514035,0.01,Transit,0.305744,0.3790354,0.150544,0.620944,0.0004959529000000001,<0.5,Terrestrial - Close,No,Hot,,Unknown,,Unknown,High,2.317136e+24,5020.348,6135784.271581,Low,,Low,Unknown,Unknown,0.36919840870638804,0.9999976192365474,1.3691960279429354,Extremely High,Unknown,Unknown,Lava World,Nexus World,Lava World
TRAPPIST-1 e,41.0,17.02,Terrestrial,2017,0.692,5.972e+24,0.92,6371.0,0.02925,0.01670089,0.01,Transit,0.63664,0.497835,0.47886399999999996,0.8464,0.0008555625000000001,<0.5,Terrestrial - Close,No,Hot,,Unknown,,Unknown,High,4.132624e+24,5861.320000000001,8028256.340629303,Low,,Low,Unknown,Unknown,0.36919840870638804,0.9999966893132738,1.3691950980196619,Extremely High,Unknown,Unknown,Lava World,Arcane World,Lava World
TRAPPIST-1 f,41.0,17.02,Super Earth,2017,1.039,5.972e+24,1.045,6371.0,0.03849,0.025188226,0.01,Transit,1.0857549999999998,0.6550998,1.0795209999999997,1.0920249999999998,0.0014814801000000003,<0.5,Super Earth - Close,No,Hot,,Unknown,,Unknown,High,6.204907999999999e+24,6657.695,9342729.133578245,Low,,Low,Unknown,Unknown,0.36919840870638804,0.9999954582973644,1.3691938670037525,Extremely High,Unknown,Unknown,Lava World,Unknown,Lava World
TRAPPIST-1 g,41.0,17.02,Super Earth,2017,1.321,5.972e+24,1.129,6371.0,0.04683,0.03394935,0.0,Transit,1.491409,0.7970465999999999,1.7450409999999998,1.274641,0.0021930489,<0.5,Super Earth - Close,No,Hot,,Unknown,,Medium,High,7.889012000000001e+24,7192.859,10176670.776595045,Low,,Low,Unknown,Unknown,0.36919840870638804,0.9999943471856019,1.3691927558919899,Extremely High,Unknown,Unknown,Lava World,Frozen Sun,Lava World
TRAPPIST-1 h,41.0,17.02,Terrestrial,2017,0.326,5.972e+24,0.755,6371.0,0.06189,0.05147159,0.01,Transit,0.24613,1.0533678,0.10627600000000001,0.570025,0.0038303721,<0.5,Terrestrial - Close,No,Hot,,Unknown,,Unknown,High,1.946872e+24,4810.1050000000005,5615836.924166488,Low,,Low,Unknown,Unknown,0.36919840870638804,0.9999923407895416,1.3691907494959297,Extremely High,Unknown,Unknown,Lava World,Eldritch World,Lava World
TrES-1 b,521.0,11.424,Gas Giant,2004,0.84,1.898e+27,1.13,71492.0,0.03925,0.008213553,0.0,Transit,0.9491999999999998,0.4483919999999999,0.7055999999999999,1.2768999999999997,0.0015405625,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Medium,1.5943199999999998e+27,80785.95999999999,16303840.429671954,Unknown,,High,Unknown,Medium,0.24125474415839773,0.9999953570449734,1.2412501012033712,Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
TrES-2 b,702.0,11.254,Gas Giant,2006,1.49,1.898e+27,1.36,71492.0,0.03563,0.0068446267,0.0,Transit,2.0264,0.40098002,2.2201,1.8496000000000004,0.0012694969,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Medium,2.82802e+27,97229.12,19965305.901743032,Unknown,,High,Unknown,Medium,0.23736796378435226,0.9999958393260981,1.2373638031104504,Low,Unknown,Unknown,Jungle World,Mirror World,Jungle World
TrES-3 b,755.0,12.362,Gas Giant,2007,1.91,1.898e+27,1.336,71492.0,0.02282,0.003559206,0.0,Transit,2.5517600000000003,0.28210084,3.6481,1.7848960000000003,0.0005207524,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Medium,3.62518e+27,95513.312,26520882.291286428,Unknown,,High,Unknown,Medium,0.26270062645754266,0.9999975459617909,1.2626981724193336,Somewhat Low,Unknown,Unknown,Volcanic World,Temporal World,Volcanic World
TrES-4 b,1683.0,11.932,Gas Giant,2007,0.78,1.898e+27,1.61,71492.0,0.05084,0.009856262,0.0,Transit,1.2558,0.6066228800000001,0.6084,2.5921000000000003,0.0025847056000000003,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Medium,1.48044e+27,115102.12,7457793.735372465,Unknown,,Medium,Unknown,Low,0.25286935845260416,0.9999938129460134,1.2528631713986176,Somewhat Low,Unknown,Unknown,Unknown,Unknown,Rocky
TrES-5 b,1175.0,13.677,Gas Giant,2011,1.79,1.898e+27,1.194,71492.0,0.02459,0.0041067763,0.03,Transit,2.13726,0.33631743,3.2041,1.425636,0.0006046681000000001,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,High,3.39742e+27,85361.44799999999,31118015.616756096,Low,,High,Unknown,Medium,0.2927660158214825,0.9999973101503017,1.2927633259717841,Moderate,Unknown,Unknown,Unknown,Unknown,Rocky
TYC 0434-04538-1 b,2001.0,10.247,Gas Giant,2021,6.1,1.898e+27,1.14,71492.0,0.66,0.5289528,0.08,Radial Velocity,6.953999999999999,6.76302,37.209999999999994,1.2995999999999999,0.43560000000000004,0.5-1,Gas Giant - Close,No,Temperate,,Low,,Medium,Low,1.15778e+28,81500.87999999999,116328907.47734974,Unknown,,High,Unknown,Medium,0.2143445059216242,0.999912656490233,1.2142571624118572,Low,Unknown,Unknown,Iron World,Mirror World,Iron World
TYC 1422-614-1 b,2193.0,10.193,Gas Giant,2014,2.5,1.898e+27,1.18,71492.0,0.69,0.5431896,0.06,Radial Velocity,2.95,7.033169999999999,6.25,1.3923999999999999,0.4760999999999999,0.5-1,Gas Giant - Close,No,Temperate,,Low,,Medium,Low,4.745e+27,84360.56,44498309.36958823,Unknown,,High,Unknown,Medium,0.21310988156751565,0.999908659685332,1.2130185412528478,Low,Unknown,Unknown,Plateau World,Mirror World,Plateau World
TYC 1422-614-1 c,2193.0,10.193,Gas Giant,2014,10.0,1.898e+27,1.11,71492.0,1.37,1.5,0.05,Radial Velocity,11.1,13.96441,100.0,1.2321000000000002,1.8769000000000002,1-2,Gas Giant - Close,Yes,Temperate,,Low,,Medium,Low,1.8980000000000002e+28,79356.12000000001,201150705.1902106,Unknown,,High,Unknown,Medium,0.21310988156751565,0.9998180654409123,1.212927947008428,Low,Unknown,Unknown,Iron World,Mirror World,Iron World
TYC 2187-512-1 b,50.0,10.58,Gas Giant,2022,0.33,1.898e+27,1.12,71492.0,1.22,1.9,0.05,Radial Velocity,0.3696,12.9076,0.10890000000000001,1.2544000000000002,1.4884,1-2,Gas Giant - Close,Yes,Temperate,,Low,,Medium,Low,6.2634e+26,80071.04000000001,6519967.209454984,Low,,Medium,Unknown,Low,0.2219580227719603,0.9998380494654167,1.2217960722373769,Low,Unknown,Unknown,Unknown,Mirror World,Mirror World
TYC 3318-01333-1 b,1600.0,9.901,Gas Giant,2018,3.42,1.898e+27,1.17,71492.0,1.414,1.5,0.1,Radial Velocity,4.001399999999999,14.000013999999998,11.696399999999999,1.3688999999999998,1.9993959999999997,1-2,Gas Giant - Close,Yes,Temperate,,Low,,Medium,Low,6.49116e+27,83645.64,61918709.97281148,Unknown,,High,Unknown,Medium,0.20643376468974348,0.999812203460391,1.2062459681501345,Low,Unknown,Unknown,Radiation World,Mirror World,Radiation World
TYC 3667-1280-1 b,1558.0,9.856,Gas Giant,2016,5.4,1.898e+27,1.14,71492.0,0.21,0.072553046,0.04,Radial Velocity,6.156,2.06976,29.160000000000004,1.2995999999999999,0.04409999999999999,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Low,1.02492e+28,81500.87999999999,102979688.58650634,Unknown,,High,Unknown,Medium,0.20540491106131967,0.999972608563746,1.2053775196250658,Low,Unknown,Unknown,Iron World,Mirror World,Iron World
TYC 4282-00605-1 b,1514.0,10.465,Gas Giant,2017,10.78,1.898e+27,1.11,71492.0,0.422,0.27789184,0.28,Radial Velocity,11.9658,4.41623,116.20839999999998,1.2321000000000002,0.178084,<0.5,Gas Giant - Close,No,Temperate,,Low,,Medium,Low,2.046044e+28,79356.12000000001,216840460.19504705,Unknown,,High,Unknown,Medium,0.2193287301659884,0.9999443644757798,1.2192730946417683,Low,Unknown,Unknown,Iron World,Mirror World,Iron World
TYC 8998-760-1 b,309.0,11.124,Gas Giant,2020,14.0,1.898e+27,1.1,71492.0,162.0,2063.1,0.0,Direct Imaging,15.400000000000002,1802.088,196.0,1.2100000000000002,26244.0,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,2.6572e+28,78641.20000000001,286754460.6700842,Low,,High,Unknown,Medium,0.23439571996890576,0.978417839733346,1.2128135597022518,Low,Unknown,Unknown,Iron World,Mirror World,Iron World
TYC 8998-760-1 c,309.0,11.124,Gas Giant,2020,6.0,1.898e+27,1.1,71492.0,320.0,5727.6,0.0,Direct Imaging,6.6000000000000005,3559.6800000000003,36.0,1.2100000000000002,102400.0,>2,Gas Giant - Close,No,Cold,,Low,,Medium,Low,1.1388e+28,78641.20000000001,122894768.8586075,Low,,High,Unknown,Medium,0.23439571996890576,0.957368000588756,1.1917637205576619,Very Low,Unknown,Unknown,Iron World,Shadow World,Iron World
